Step,Time (s),AL (mol/cm3s),Err,O2 (mol/cm3s),Err,ALO (mol/cm3s),Err,O (mol/cm3s),Err,ALO2 (mol/cm3s),Err,AL2O2 (mol/cm3s),Err,AL2O3(S) (mol/cm3s),Err,AL2O (mol/cm3s),Err,AL(L) (mol/cm3s),Err,AL2O3(L) (mol/cm3s),Err
433,0.000433000000000004,-33.0246611440641,0,-99.3939667548984,0,-97.9848029197424,0,101.251017025202,0,-2.50241875148757,0,-0.180212419982122,0,0,0,-0.0392601321946131,0,0,0,66.9754139598238,0
434,0.000434000000000004,-32.9558404673157,0,-99.0424787309021,0,-100.274969045493,0,98.5207268614596,0,-0.071362455635807,0,-0.00390720764825164,0,0,0,-0.012379698397126,0,0,0,66.6673728902675,0
435,0.000435000000000004,-32.7371091303524,0,-98.5000697746873,0,-97.3525760207964,0,100.104328166468,0,-2.23897789735831,0,-0.160966242930349,0,0,0,-0.0361911913641961,0,0,0,66.3614889585481,0
436,0.000436000000000004,-32.661762131518,0,-98.1438814867288,0,-99.3532481092869,0,97.6247387410053,0,-0.0686766190598291,0,-0.00371765406157437,0,0,0,-0.0121888180001406,0,0,0,66.057749901994,0
437,0.000437000000000004,-32.453315065282,0,-97.6183478794992,0,-96.7236919311447,0,98.9780971902909,0,-1.98406428955866,0,-0.142372845170523,0,0,0,-0.0332196524104802,0,0,0,65.7561281405737,0
438,0.000438000000000004,-32.3716810090435,0,-97.2576971296221,0,-98.4444341692044,0,96.7411409440607,0,-0.0660394555525841,0,-0.0035315514592259,0,0,0,-0.0120014466665452,0,0,0,65.456610315026,0
439,0.000439000000000004,-32.1731815530429,0,-96.7485377639532,0,-96.0971304149008,0,97.8727297466128,0,-1.73835988355228,0,-0.124481638448133,0,0,0,-0.0303532738034846,0,0,0,65.1591708379996,0
440,0.000440000000000004,-32.0855250760354,0,-96.3836952857673,0,-97.5482973759889,0,95.8696882246285,0,-0.063435576487052,0,-0.00334888028899549,0,0,0,-0.011817476406577,0,0,0,64.8637953709512,0
441,0.000441000000000004,-31.8966602463774,0,-95.8904413338751,0,-95.4734412258997,0,96.7873558021753,0,-1.50117736929823,0,-0.10723694394166,0,0,0,-0.0275838118832326,0,0,0,64.5704601766125,0
442,0.000442000000000004,-31.8032215649657,0,-95.5216503366828,0,-96.6646112757815,0,95.0101472518312,0,-0.0608550424230714,0,-0.00316926849106675,0,0,0,-0.0116368444578256,0,0,0,64.279150054534,0
443,0.000443000000000004,-31.6236817136059,0,-95.0438388939947,0,-94.8525271912634,0,95.7216319842045,0,-1.27238954009443,0,-0.0906330836397825,0,0,0,-0.0249106620758539,0,0,0,63.9898429681976,0
444,0.000444000000000004,-31.5247017937691,0,-94.6713420897722,0,-95.7930865735948,0,94.162353462147,0,-0.0583534803887318,0,-0.00299263956146428,0,0,0,-0.0114594202896114,0,0,0,63.7025229837274,0
445,0.000445000000000004,-31.3541930041701,0,-94.2085320018232,0,-94.2346139020596,0,94.6749768406868,0,-1.05160413936607,0,-0.0746353959688428,0,0,0,-0.0223286896944046,0,0,0,63.4171696084611,0
446,0.000446000000000004,-31.2498968994347,0,-93.8325563892722,0,-94.9335900416054,0,93.3260028813263,0,-0.0558384226776099,0,-0.00281852058434556,0,0,0,-0.0112851090088952,0,0,0,63.1337663114521,0
447,0.000447000000000004,-31.088141630012,0,-93.3843284454197,0,-93.6200549700097,0,93.6467021304988,0,-0.838313288283835,0,-0.0592065940579999,0,0,0,-0.0198324402008438,0,0,0,62.8522939784116,0
448,0.000448000000000004,-30.9076380417006,0,-92.9136347044259,0,-91.6334398513593,0,94.5293536131624,0,-2.21739860514198,0,-0.158537016101949,0,0,0,-0.0349505469639553,0,0,0,62.5727258121668,0
449,0.000449000000000004,-30.8442428311257,0,-92.595181485638,0,-93.6587328516724,0,92.0987964228348,0,-0.0588380974487137,0,-0.0030504478538359,0,0,0,-0.0111022383935051,0,0,0,62.2950595763707,0
450,0.000450000000000004,-30.6904450079578,0,-92.1620489563793,0,-92.5347179403424,0,92.2783205999907,0,-0.681837425211008,0,-0.0478809962798299,0,0,0,-0.0178942734928569,0,0,0,62.0192754565283,0
451,0.000451000000000004,-30.5259956389111,0,-91.7168304249644,0,-91.018808263914,0,92.7871136645907,0,-1.65331798509391,0,-0.117761677512044,0,0,0,-0.0285234550246969,0,0,0,61.7453460764962,0
452,0.000452000000000004,-30.4468643405653,0,-91.3829245567322,0,-92.417828221782,0,90.8895085859459,0,-0.054635542707139,0,-0.00275485031293371,0,0,0,-0.0108464134100359,0,0,0,61.4732653162502,0
453,0.000453000000000005,-30.3052875565576,0,-90.9702533166856,0,-91.6338912915938,0,90.802811449891,0,-0.385025244067734,0,-0.0264970971790741,0,0,0,-0.0144168638507836,0,0,0,61.2030160071394,0
454,0.000454000000000005,-30.1613175040325,0,-90.5560720413923,0,-90.7429542461173,0,90.8095692511596,0,-0.81237213717305,0,-0.0571981065336506,0,0,0,-0.0190547072852496,0,0,0,60.9345747574803,0
455,0.000455000000000005,-30.0064392685566,0,-90.1293927542865,0,-89.4495693434614,0,91.1542394065564,0,-1.59744753492103,0,-0.113563657499549,0,0,0,-0.0276313187059714,0,0,0,60.667923049675,0
456,0.000456000000000005,-29.9289822009755,0,-89.8038217853755,0,-90.7989608552703,0,89.3169887635866,0,-0.0519275843226197,0,-0.00257332982508848,0,0,0,-0.0105457702011336,0,0,0,60.4030544203104,0
457,0.000457000000000005,-29.8009299482875,0,-89.4146670158952,0,-90.3754990893716,0,88.951497335221,0,-0.0737675131672191,0,-0.00413463124139815,0,0,0,-0.0107206773973303,0,0,0,60.1399535840519,0
458,0.000458000000000005,-29.6809968949474,0,-89.0374674871564,0,-90.2076565464322,0,88.3792005576397,0,0.127699993969138,0,0.0103132100866926,0,0,0,-0.00843700706900563,0,0,0,59.8786005206875,0
459,0.000459000000000005,-29.571812368762,0,-88.6755742039531,0,-90.3840038227849,0,87.5267520376103,0,0.630768849064779,0,0.0463754484182416,0,0,0,-0.00283346482319757,0,0,0,59.618981687646,0
460,0.000460000000000005,-29.4859565242394,0,-88.3451520353556,0,-91.3370591320217,0,86.0361086457609,0,1.81744777487189,0,0.131402521634397,0,0,0,0.0102951466105878,0,0,0,59.3610862724496,0
461,0.000461000000000005,-29.301456279841,0,-87.8893064372242,0,-88.8647314883306,0,87.3852292595545,0,-0.0228847223432425,0,-0.00046874743659206,0,0,0,-0.00990353235101793,0,0,0,59.104908525045,0
462,0.000462000000000005,-29.2329019225607,0,-87.5840912088752,0,-90.3696405208645,0,85.4468444982878,0,1.64657895262042,0,0.119046150588542,0,0,0,0.00853927526623011,0,0,0,58.8503963195476,0
463,0.000463000000000005,-29.0555548314754,0,-87.1403139233589,0,-88.0948448464157,0,86.6417444694277,0,-0.024030274041337,0,-0.000564116163301959,0,0,0,-0.00978986386326142,0,0,0,58.5975689559928,0
464,0.000464000000000005,-28.9842645862626,0,-86.8344236258417,0,-89.4555170953588,0,84.8316554830937,0,1.51374635759421,0,0.109435492669067,0,0,0,0.00720067230577115,0,0,0,58.3463814970387,0
465,0.000465000000000005,-28.8128146867914,0,-86.401052037254,0,-87.3356473285084,0,85.9074173212338,0,-0.0246480236902684,0,-0.000619759113620499,0,0,0,-0.00967265578219667,0,0,0,58.0968474343908,0
466,0.000466000000000005,-28.7421321889532,0,-86.098738797009,0,-88.6682097637182,0,84.129344299256,0,1.48406929257309,0,0.107214212788169,0,0,0,0.00699515201267786,0,0,0,57.8489269652483,0
467,0.000467000000000005,-28.5732152279961,0,-85.6713954601437,0,-86.5877532355391,0,85.181437734747,0,-0.0240379170446516,0,-0.000584322595788639,0,0,0,-0.00954418085166253,0,0,0,57.6026316937373,0
468,0.000468000000000005,-28.5075035976259,0,-85.3782270085067,0,-88.0435239170017,0,83.3099433141859,0,1.58935829158366,0,0.114639586815142,0,0,0,0.00827310554450378,0,0,0,57.3579219191623,0
469,0.000469000000000005,-28.336722437665,0,-84.9512063916773,0,-85.8513571850791,0,84.4633526904083,0,-0.0218769208830594,0,-0.000434403414179357,0,0,0,-0.00940095046826173,0,0,0,57.114813625696,0
470,0.000470000000000005,-28.2824384654503,0,-84.6754449233413,0,-87.653721684108,0,82.313282426653,0,1.89364764427972,0,0.136257696955628,0,0,0,0.0117386226920644,0,0,0,56.8732599329916,0
471,0.000471000000000005,-28.1033280722592,0,-84.2403873112053,0,-85.1269298412011,0,83.7525196239231,0,-0.0176079065322625,0,-0.000127295507132419,0,0,0,-0.00923731362854596,0,0,0,56.633297519132,0
472,0.000472000000000005,-27.987234364199,0,-83.8877694290131,0,-84.756579807254,0,83.4100481616564,0,-0.0258573956536097,0,-0.000740804314563609,0,0,0,-0.00926856997830328,0,0,0,56.3948451578462,0
473,0.000473000000000005,-27.9234427978248,0,-83.603728570044,0,-86.1613911756344,0,81.601569370008,0,1.53246255694024,0,0.110331819822073,0,0,0,0.00793573656119406,0,0,0,56.1579181518762,0
474,0.000474000000000005,-27.7582460116096,0,-83.1904900651425,0,-84.0475025259531,0,82.7115255509494,0,-0.0204133999375742,0,-0.000351200920529593,0,0,0,-0.00909489899640903,0,0,0,55.9225270686671,0
475,0.000475000000000005,-27.6442653802216,0,-82.8444787114859,0,-83.6824276553599,0,82.3770500562668,0,-0.0301187505022966,0,-0.00106655180736626,0,0,0,-0.00914414606813807,0,0,0,55.6886165909174,0
476,0.000476000000000005,-27.5775364246619,0,-82.5605070758611,0,-84.9174563473982,0,80.7212802271994,0,1.37234017526393,0,0.0987860792362354,0,0,0,0.00634144728246611,0,0,0,55.4561987718794,0
477,0.000477000000000005,-27.4196964237683,0,-82.1605563871562,0,-82.9911758675902,0,81.6882025408759,0,-0.0209942171855531,0,-0.00040869547656483,0,0,0,-0.00893303855264094,0,0,0,55.2252749883012,0
478,0.000478000000000005,-27.3078725967502,0,-81.8211086262017,0,-82.6340770609755,0,81.359193355144,0,-0.0296176607744982,0,-0.00104182107938672,0,0,0,-0.00897174047713634,0,0,0,54.9957972208067,0
479,0.000479000000000005,-27.246356064643,0,-81.547605542466,0,-83.98266729398,0,79.6211194508067,0,1.46751240639578,0,0.10542853370129,0,0,0,0.00755188966286369,0,0,0,54.7677750527495,0
480,0.000480000000000005,-27.087544414915,0,-81.1501305717975,0,-81.9579900018192,0,80.6816264767778,0,-0.0188706545079853,0,-0.000266284948275908,0,0,0,-0.00874604292039294,0,0,0,54.5412148634898,0
481,0.000481000000000005,-26.9777774463222,0,-80.8170292638242,0,-81.6078031927604,0,80.3586505030541,0,-0.0272119282815524,0,-0.00088016338848898,0,0,0,-0.00878302974160761,0,0,0,54.3160594768122,0
482,0.000482000000000005,-26.9237003094719,0,-80.5567697305232,0,-83.148612470506,0,78.4727689576683,0,1.63429352487725,0,0.117142475527073,0,0,0,0.00954524149710778,0,0,0,54.0923219105261,0
483,0.000483000000000005,-26.7615366421543,0,-80.1586170010269,0,-80.9448601812259,0,79.6934622085451,0,-0.0163458704287933,0,-9.18287034711029e-05,0,0,0,-0.00855892308754846,0,0,0,53.8700220986955,0
484,0.000484000000000005,-26.6539187120786,0,-79.8318824507296,0,-80.6050612848899,0,79.373373820011,0,-0.021174714446019,0,-0.000452427542827982,0,0,0,-0.00855865028279368,0,0,0,53.6490884335329,0
485,0.000485000000000005,-26.5469031109862,0,-79.5070950686932,0,-80.2654925255313,0,79.056827414732,0,-0.0276400602901106,0,-0.000927358270552736,0,0,0,-0.00857723264198285,0,0,0,53.4295224393163,0
486,0.000486000000000005,-26.4407692721772,0,-79.1845928020775,0,-79.9338470132232,0,78.7374573466806,0,-0.0289039114359539,0,-0.00102354248032624,0,0,0,-0.00853962791734375,0,0,0,53.2113232688159,0
487,0.000487000000000005,-26.3353416421384,0,-78.8641556482762,0,-79.6058565232535,0,78.4187575470193,0,-0.0287559241786255,0,-0.00101704092294108,0,0,0,-0.00848697293258738,0,0,0,52.9944810586408,0
488,0.000488000000000005,-26.2305627620005,0,-78.545703953132,0,-79.2801219008523,0,78.1018543728584,0,-0.0284264963169818,0,-0.000996450637733071,0,0,0,-0.00843261874979362,0,0,0,52.7789846489724,0
489,0.000489000000000005,-26.1264198901813,0,-78.2292123064399,0,-78.9564639210262,0,77.7868596338217,0,-0.0280561894770628,0,-0.000974357809254506,0,0,0,-0.00837846010108478,0,0,0,52.5648228182527,0
490,0.000490000000000005,-26.0229071707774,0,-77.9146630913019,0,-78.6347972557939,0,77.4738198262995,0,-0.0277100102528678,0,-0.000952463920604829,0,0,0,-0.00832475672359578,0,0,0,52.3519844390563,0
491,0.000491000000000005,-25.9200193631098,0,-77.6020407918841,0,-78.3151367633911,0,77.1626884119046,0,-0.0273562028946941,0,-0.000930823807832659,0,0,0,-0.00827151157136541,0,0,0,52.140458500077,0
492,0.000492000000000005,-25.8177519144971,0,-77.2913299649954,0,-77.9974741276163,0,76.853440679243,0,-0.0269854960438067,0,-0.000909603973656303,0,0,0,-0.00821872962114867,0,0,0,51.9302341026734,0
493,0.000493000000000005,-25.7160988196854,0,-76.9825133439153,0,-77.6817253013333,0,76.5461273481042,0,-0.0266663583077502,0,-0.000888807859284774,0,0,0,-0.00816641541314311,0,0,0,51.7213004629356,0
494,0.000494000000000006,-25.6150556041072,0,-76.6755762808025,0,-77.3679413255458,0,76.2406666142752,0,-0.0263311276626439,0,-0.000868320456262894,0,0,0,-0.00811456088558771,0,0,0,51.5136469099997,0
495,0.000495000000000006,-25.5146172761688,0,-76.3705034088343,0,-77.0560940789566,0,75.9370551352241,0,-0.0259916157157463,0,-0.000848259703968179,0,0,0,-0.00806313843349926,0,0,0,51.307262883558,0
496,0.000496000000000006,-25.4147784311114,0,-76.0672787278891,0,-76.7461565668278,0,75.6352884899535,0,-0.0256595845406196,0,-0.000828454629486747,0,0,0,-0.00801218669221271,0,0,0,51.1021379325616,0
497,0.000497000000000006,-25.3155353886034,0,-75.7658882811666,0,-76.4381014801208,0,75.3353628981227,0,-0.0253451039270587,0,-0.000809064859943892,0,0,0,-0.00796166417421773,0,0,0,50.8982617153598,0
498,0.000498000000000006,-25.2168822767743,0,-75.4663160294294,0,-76.1319289000369,0,75.0372478050484,0,-0.0250336056652571,0,-0.000790018359445005,0,0,0,-0.00791158655192703,0,0,0,50.6956239961496,0
499,0.000499000000000006,-25.1188151958815,0,-75.1685483828187,0,-75.8276301536049,0,74.7409224422556,0,-0.0247174503736787,0,-0.00077131330864344,0,0,0,-0.0078619323176099,0,0,0,50.4942146455563,0
500,0.000500000000000006,-25.0213286315748,0,-74.8725692946464,0,-75.5251796593392,0,74.4463814009475,0,-0.0244077944006804,0,-0.000752883685215616,0,0,0,-0.00781271241430659,0,0,0,50.2940236387569,0
